Empresa;Departamento; Resp.;Email;Telefone;Icone;Photo
SEMENTES APOLLO GRAIN BROKER LTDA;Departamento Fiscal;SILVANA;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Silvana.jpg
SEMENTES APOLLO GRAIN BROKER LTDA;;VICTOR;;;;
SERGIO ZAMBON DE OLIVEIRA;;VICTOR;;;;
SERGIO ZAMBON DE OLIVEIRA ME;Departamento Fiscal;SILVANA;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Silvana.jpg
SIRLEI ESTER NEUHAUS;;YESA;;;;
SIRLEI ESTER NEUHAUS EIRELI;Departamento Fiscal;NEIRIELI;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Neirieli.jpg
SOLAR + FOTOVOLTAICO;;VICTOR;;;;
SOLAR+ FOTOVOLTAICO LTDA;Departamento Fiscal;SUELEN;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Suelen.jpg
SOMBRA E AGUA FRESCA COMERCIO ALIMENTICIOS LTDA;Departamento Fiscal;JAQUELINE;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Jaqueline.jpg
SOMBRA E AGUA FRESCA COMERCIO ALIMENTICIOS LTDA;;VICTOR;;;;
SORRISO GRAOS;;BLOQUEADA ;;;;
SORRISO GRÃOS LTDA;Departamento Fiscal;JÉSSICA;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Jessica.jpg
SORRISOL RESTAURANTE;;INATIVA;;;;
SORRISOODONTO ;Departamento Fiscal;MIDIAN;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Midian.jpg
SRS ARTEFATOS DE CIMENTO LTDA;Departamento Fiscal;SILVANA;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Silvana.jpg
SRS ARTEFATOS DE CIMENTO LTDA;;VICTOR;;;;
SS CONSULTORIAS E PRESTADORA DE SERVICOS LTDA;;VICTOR;;;;
STY TRANSPORTES;;YESA;;;;
SZ COMERCIO DE ALUMINIOS LTDA;Departamento Fiscal;NEIRIELI;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Neirieli.jpg
SZ COMERCIO DE ALUMINIOS LTDA;;VICTOR;;;;
TABACARIA 248 LTDA;Departamento Fiscal;NEIRIELI;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Neirieli.jpg
TABACARIA 248 LTDA;;VICTOR;;;;
TBS AGRONEGÓCIOS;Departamento Fiscal;MIDIAN;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Midian.jpg
TECNOVOLTS;;VICTOR;;;;
TECNOVOLTS MT INSTALACOES ELETRICAS LTDA;Departamento Fiscal;SILVANA;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Silvana.jpg
TECNOVOLTS MT INSTALACOES ELETRICAS LTDA;Departamento Fiscal;SILVANA;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Silvana.jpg
TELMO RATZ SANGER ME;Departamento Fiscal;MIDIAN;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Midian.jpg
TELMO RATZ SANGER ME;;VICTOR;;;;
TEREZINHA A. DOS SANTOS - ME;Departamento Fiscal;JÉSSICA;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Jessica.jpg
TEREZINHA A. DOS SANTOS - ME;;YESA;;;;
THENZO ASSIST.VEICULAR E MONITOR.EIRELI;Departamento Fiscal;SILVANA;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Silvana.jpg
THENZO ASSIST.VEICULAR E MONITOR.EIRELI;;VICTOR;;;;
TOTAL SERVICE E CONSULTORIA LTDA ;Departamento Fiscal;MIDIAN;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Midian.jpg
TOTAL SPORT FIT ACESSORIA ESPORTIVA LTDA;Departamento Fiscal;SILVANA;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Silvana.jpg
TOTAL SPORT FIT ACESSORIA ESPORTIVA LTDA;;VICTOR;;;;
TRACKING TRANSPORTES LTDA. ME;Departamento Fiscal;SILVANA;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Silvana.jpg
TRACKING TRANSPORTES LTDA. ME;;VICTOR;;;;
TRANSMECA TRANSPORTES RODOVIÁRIOS LTDA;Departamento Fiscal;Jaqueline Zanatta;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Jaqueline.jpg
TRANSMECA TRANSPORTES RODOVIÁRIOS LTDA;Departamento Pessoal;Yesa Furtado;pessoal@contabilizarcontabil.com;(66) 3544-5981;fa-users;Yesa.jpg
TRANSMECA TRANSPORTES RODOVIÁRIOS LTDA;Departamento Contabil;Diego Lamonica;contabil@contabilizarcontabil.com;(66) 3544-5981;fa-calculator;Diego.jpg
TRANSMECA TRANSPORTES RODOVIÁRIOS LTDA;Departamento Financeiro;Jessica Santos;financeiro@contabilizarcontabil.com;(66) 3544-5981;fa-money-bill-wave;Jessicasantos.jpg
TRANSMECA TRANSPORTES RODOVIÁRIOS LTDA;Departamento Paralegal;Julio Dill;paralegal@contabilizarcontabil.com;(66) 3544-5981;fa-balance-scale;Julio.jpg
TRANSMECA TRANSPORTES RODOVIÁRIOS LTDA;Recepcionista;Maria Randon;atendimento@contabilizarcontabil.com;(66) 3544-5981;fa-concierge-bell;Maria.jpg
TRANSPORTADORA AL LTDA;Departamento Fiscal;JÉSSICA;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Jessica.jpg
TRANSPORTADORA AL LTDA;;YESA;;;;
TRANSPORTADORA AL LTDA FILIAL;Departamento Fiscal;JÉSSICA;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Jessica.jpg
TRANSPORTADORA SÃO ROQUE ;Departamento Fiscal;SILVANA;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Silvana.jpg
TRANSPORTADORA SAO ROQUE LTDA;;YESA;;;;
TRANSPORTADORA SILVA E OLIVEIRA;;BLOQUEADA ;;;;
TRANSPORTADORA SILVA E OLIVEIRA MT LTDA;Departamento Fiscal;JÉSSICA;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Jessica.jpg
TRANSPORTE PAI HEROI LTDA ME;;YESA;;;;
TRANSPORTES PAI HEROI ;Departamento Fiscal;JAQUELINE;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Jaqueline.jpg
TREVISAN ASSISTENCIA ELETRICA LTDA;;YESA;;;;
TREVISAN ASSISTENCIA ELETRICA LTDA ;Departamento Fiscal;SUELEN;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Suelen.jpg
TRUCK DIESEL PECAS E SERVICOS LTDA - INATIVA;Departamento Fiscal;MIDIAN;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Midian.jpg
UNICA CORRETORA DE CEREAIS LTDA;Departamento Fiscal;JÉSSICA;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Jessica.jpg
UNICA CORRETORA DE CEREAIS LTDA;;VICTOR;;;;
V. H. V BRANDALISE LTDA (NOVA);Departamento Fiscal;JAQUELINE;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Jaqueline.jpg
VALERIA MADEIRA DE SOUSA ;;YESA;;;;
VALMOR VOLPATO;;VICTOR;;;;
VALMOR VOLPATO ;Departamento Fiscal;MIDIAN;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Midian.jpg
VEG TRANSPORTES E LOGISTICA;;YESA;;;;
VEG TRANSPORTES E LOGISTICA LTDA;Departamento Fiscal;SUELEN;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Suelen.jpg
VEGAS COMUNICACAO VISUAL LTDA;;VICTOR;;;;
VEGAS COMUNICACAO VISUAL LTDA- NOVA MUTUM;Departamento Fiscal;SUELEN;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Suelen.jpg
VERA MÓVEIS - MATRIZ;Departamento Fiscal;JAQUELINE;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Jaqueline.jpg
VERA MÓVEIS - MATRIZ;;YESA;;;;
VERA MOVEIS COMERCIO - FILIAL;Departamento Fiscal;JAQUELINE;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Jaqueline.jpg
VHV BRANDELISE LTDA;;YESA;;;;
VILSO ANTONIO FAVARETTO E OUTRO;Departamento Fiscal;JÉSSICA;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Jessica.jpg
VILSO ANTONIO FAVARETTO E OUTRO FAZ. MAREMA;;YESA;;;;
W CARLOS OLIVEIRA DA SILVA LTDA;;VICTOR;;;;
W. CARLOS OLIVEIRA DA SILVA LTDA;Departamento Fiscal;SUELEN;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Suelen.jpg
W. CARLOS OLIVEIRA DA SILVA LTDA;Departamento Fiscal;SUELEN;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Suelen.jpg
W. CARLOS OLIVEIRA DA SILVA LTDA - NOBRES;Departamento Fiscal;SUELEN;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Suelen.jpg
W. J. R. INCORPORADORA SPE LTDA;Departamento Fiscal;SUELEN;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Suelen.jpg
WILSON SLAVIERO;Departamento Fiscal;NEIRIELI;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Neirieli.jpg
WJR INCORPORADORA SPE LTDA;;VICTOR;;;;
WLOG TRANSPORTES E LOG;;VICTOR;;;;
WLOG TRANSPORTES E LOGISTICA LTDA;Departamento Fiscal;SUELEN;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Suelen.jpg
ZAGO TRANSPORTES LTDA ME;Departamento Fiscal;JAQUELINE;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Jaqueline.jpg
ZAGO TRANSPORTES LTDA ME;;YESA;;;;
ZENILDA ALVES CHUPEL;Departamento Fiscal;JAQUELINE;fiscal@contabilizarcontabil.com;(66) 3544-5981;fa-file-invoice-dollar;Jaqueline.jpg
ZENILDA CHUPEL;;YESA;;;;
